time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1584529185,35.24149117,-97.24221533,340.1,13.279,4.28,1.954,6.153,0.005,0,215.93
1584529186,35.24139033,-97.24229033,340.9,12.972,4.26,1.645,6.153,0.005,0,210.13
1584529187,35.24128967,-97.24235833,341.6,12.71,4.67,1.645,7.015,0.005,0,208.22
1584529188,35.241184,-97.24241983,341.8,13.073,4.67,1.645,6.038,0.005,0,204.37
1584529189,35.24107283,-97.2424695,342.5,13.218,4.78,1.988,6.727,0.005,0,199.44
1584529190,35.24095833,-97.24251383,343,13.42,5.35,1.839,7.418,0.005,0,196.41
1584529191,35.240843,-97.24255633,343.3,13.535,5.55,2.266,7.418,0.005,0,194.08
1584529192,35.24072283,-97.242586,343,13.577,5.52,1.988,7.418,0.005,0,191.86
1584529193,35.24059867,-97.24260617,343.1,13.761,5.33,1.988,7.418,0.005,0,189.52
1584529194,35.24047683,-97.24262433,343.3,13.548,5.52,2.266,7.418,0.005,0,186.82
1584529195,35.24035717,-97.24263667,343.4,13.354,5.4,1.645,7.418,0.005,0,183.61
1584529196,35.24023567,-97.2426415,343.8,13.416,5.21,1.988,7.418,0.005,0,180.75
1584529197,35.2401135,-97.24263733,344.2,13.686,5.52,2.266,7.418,0.005,0,175.4
1584529198,35.23999183,-97.24261783,344.4,13.728,5.27,2.235,8.51,0.005,0,170.88
1584529199,35.23987483,-97.2425875,343.9,13.329,4.79,1.725,7.418,0.005,0,166.81
1584529200,35.23976133,-97.242547,343.5,13.302,4.49,1.645,6.785,0.005,0,162.4
1584529201,35.23964867,-97.24249933,343.5,13.618,4.24,1.645,7.418,0.005,0,159.22
1584529202,35.23953767,-97.24243517,343.3,13.709,4.26,1.954,6.038,0.005,0,153.71
1584529203,35.23943417,-97.24236233,342.9,13.264,4.28,1.954,6.038,0.005,0,147.78
1584529204,35.23934433,-97.24226617,342.6,13.255,4.28,1.954,6.038,0.005,0,135.59
1584529205,35.23927383,-97.242157,341.7,12.049,4.28,1.954,6.038,0.005,0,124.5
1584529206,35.2392255,-97.24203917,341.7,11.958,4.28,1.954,6.038,0.005,0,114.93
1584529207,35.23918783,-97.24191,341.7,12.375,4.8,1.988,6.727,0.005,0,108.58
1584529208,35.23915833,-97.24177583,342.1,12.721,4.8,1.954,6.727,0.005,0,103.83
1584529209,35.239134,-97.24163783,342.2,12.993,4.28,1.954,6.727,0.005,0,100.72
1584529210,35.23910283,-97.24149533,342.6,13.198,4.28,1.954,6.727,0.005,0,105.61
1584529211,35.23906767,-97.24135233,343.3,13.346,4.28,1.954,6.038,0.005,0,106.76
1584529212,35.23904033,-97.24120517,342.8,13.716,4.28,1.954,6.038,0.005,0,102.98
1584529213,35.23900083,-97.2410635,343.4,13.677,4.28,1.954,6.038,0.005,0,109.96
1584529214,35.238957,-97.2409195,343.2,14.097,4.28,1.954,6.038,0.005,0,111.43
1584529215,35.23890367,-97.2407765,343,14.45,4.28,1.954,6.038,0.005,0,116.21
1584529216,35.23883683,-97.2406385,342.3,14.426,4.99,2.266,7.418,0.005,0,123.05
1584529217,35.23875967,-97.24052,342.5,13.616,5.52,1.988,6.727,0.005,0,130.05
1584529218,35.23867533,-97.240412,342.7,13.675,4.8,1.954,6.727,0.005,0,134.84
1584529219,35.23858967,-97.240306,342.6,13.571,4.16,1.686,6.727,0.005,0,134.94
1584529220,35.23850067,-97.24020317,343,13.704,4.68,1.988,6.727,0.005,0,137.05
1584529221,35.23840833,-97.24010217,343.2,13.834,4.8,1.954,6.727,0.005,0,138.2
1584529222,35.2383135,-97.2400015,342.9,13.958,4.28,1.954,6.727,0.005,0,138.55
1584529223,35.23821833,-97.23989783,342,14.152,4.28,1.954,6.727,0.005,0,137.56
1584529224,35.23812483,-97.23980167,340.7,13.413,4.28,1.954,6.785,0.005,0,140.07
1584529225,35.238031,-97.239717,338.9,12.917,4.22,1.709,6.727,0.005,0,143.27
1584529226,35.2379335,-97.239631,337.3,13.53,4.17,1.709,6.785,0.005,0,143.03
1584529227,35.23783717,-97.23954883,336.3,13.188,4.11,1.687,6.785,0.005,0,145.71
1584529228,35.2377375,-97.23947183,335.5,13.207,4.57,1.646,6.727,0.005,0,148.84
1584529229,35.237635,-97.23939867,335.3,13.251,5.21,1.993,6.727,0.005,0,150.4
1584529230,35.2375335,-97.23933017,335,12.881,5.32,1.993,6.727,0.005,0,151.65
1584529231,35.23743017,-97.23926583,334.6,12.827,4.68,1.687,6.727,0.005,0,154.07
1584529232,35.23732517,-97.23920017,334.5,13.058,4.33,1.691,6.727,0.005,0,152.91
1584529233,35.23721917,-97.2391325,334.5,13.31,4.62,1.691,6.842,0.005,0,152.6
1584529234,35.23711033,-97.23906167,333.5,13.549,4.62,1.688,6.842,0.005,0,152.12
1584529235,35.2369995,-97.23898733,333.5,14.15,4.97,1.99,6.785,0.005,0,151.88
1584529236,35.23688583,-97.238914,332.8,14.146,4.8,1.953,6.785,0.005,0,151.8
1584529237,35.2367745,-97.23883883,332.5,14.098,4.27,1.953,6.785,0.005,0,151.71
1584529238,35.236662,-97.23876567,332.3,14.016,4.27,1.953,6.785,0.005,0,152.17
1584529239,35.23655183,-97.23869667,332.3,13.761,4.16,1.686,6.785,0.005,0,153.79
1584529240,35.2364425,-97.23862867,332.6,13.574,4.04,1.686,6.785,0.005,0,153.37
1584529241,35.23633283,-97.23856,332.6,13.443,4.04,1.686,6.038,0.005,0,152.73
1584529242,35.23622517,-97.23849267,332.2,13.307,4.04,1.686,6.038,0.005,0,153.01
1584529243,35.23611933,-97.2384235,332.4,13.383,4.04,1.686,6.038,0.005,0,152.42
1584529244,35.23600833,-97.23835433,331.9,13.639,4.04,1.687,6.038,0.005,0,152.7
1584529245,35.23589683,-97.23828333,331.7,13.868,4.32,1.691,6.785,0.005,0,152.74
1584529246,35.23578533,-97.23821483,331.4,13.87,4.61,1.691,6.785,0.005,0,153.81
1584529247,35.23567433,-97.23815067,331.2,13.579,4.39,1.707,6.038,0.005,0,155.42
1584529248,35.23556367,-97.238091,331.2,13.49,4.16,1.704,6.038,0.005,0,157.53
1584529249,35.23545233,-97.23803633,331.1,13.305,4.09,1.686,6.785,0.005,0,159.45
1584529250,35.23534483,-97.2379885,330.6,12.767,4.04,1.686,6.785,0.005,0,161.11
1584529251,35.235236,-97.23794333,330.9,12.834,4.15,1.952,6.038,0.005,0,161.62
1584529252,35.23513083,-97.23790417,330.2,12.271,4.15,1.686,6.727,0.005,0,163.5
1584529253,35.2350175,-97.237861,330.2,13.449,4.04,1.686,6.785,0.005,0,162.91
1584529254,35.2349025,-97.23781983,330.2,13.393,4.04,1.686,6.785,0.005,0,163.83
1584529255,35.23478767,-97.23778167,329.9,13.346,4.04,1.686,6.727,0.005,0,164.47
1584529256,35.23467767,-97.23773667,332.3,12.996,4.37,1.826,6.727,0.005,0,161.48
1584529257,35.23457,-97.23770217,332.1,12.31,4.66,1.588,6.727,0.005,0,166.81
1584529258,35.234467,-97.23768333,331.4,11.479,4.68,1.724,6.727,0.005,0,173.02
1584529259,35.234363,-97.23768517,329.7,11.35,4.5,1.955,6.727,0.005,0,179.66
1584529260,35.23425883,-97.23769233,329.8,11.333,4.5,2.227,6.727,0.005,0,185.13
1584529261,35.23415767,-97.2377115,329.7,11.275,4.72,1.826,6.727,0.005,0,189.7
1584529262,35.2340565,-97.23773733,329.1,11.462,5.02,1.837,7.475,0.005,0,192.52
1584529263,35.23395333,-97.237769,328.5,11.702,5.02,1.826,7.475,0.005,0,194.79
1584529264,35.233852,-97.23779817,328.1,11.563,4.69,1.826,7.475,0.005,0,193.52
1584529265,35.23375,-97.2378225,327.4,11.48,4.69,1.826,7.475,0.005,0,190.86
1584529266,35.2336485,-97.23784117,326.5,11.334,4.69,1.826,6.727,0.005,0,187.91
1584529267,35.2335455,-97.23785817,326.1,11.517,4.69,1.826,6.727,0.005,0,187.81
1584529268,35.23344117,-97.237875,325.2,11.874,4.69,1.826,6.727,0.005,0,187.79
