time,latitude,longitude,bearing,speed,accuracy,altitude,acc_x,acc_y,acc_z,is_Stable
1564504946,35.19368996,-97.42301453,0,0,9,331,-4.46,3.832,8.293,0
1564504946,35.19368996,-97.42301453,0,0,9,331,-4.48,3.851,8.298,0
1564504948,35.19368996,-97.42301453,0,0,9,331,-4.437,3.832,8.192,0
1564504948,35.19368996,-97.42301453,0,0,9,331,-4.438,3.84,8.222,0
1564504950,35.19368996,-97.42301453,0,0,9,331,-4.517,3.361,8.4,0
1564504946,35.19358793,-97.42304575,7.6,0.44,9,321,-4.608,3.49,8.269,0
1564504952,35.19358793,-97.42304575,7.6,0.44,9,321,-4.389,3.517,8.475,0
1.5645E+12,35.19361244,-97.42304872,12.6,0.93,9,321,-3.984,4.258,8.376,0
1.5645E+12,35.1936235,-97.42304708,12.4,0.81394106,9,322,-4.171,3.825,8.463,0
1564504955,35.1936235,-97.42304708,12.4,0.81394106,9,322,-4.601,5.093,7.839,0
1564504955,35.1936235,-97.42304708,12.4,0.81394106,9,322,-5.358,4.893,7.538,0
1564504957,35.1936235,-97.42304708,12.4,0.81394106,9,322,-5.59,4.493,7.548,0
1.5645E+12,35.19362333,-97.42302416,106.3,2.080024,3,322,-4.998,4.688,7.821,0
1.5645E+12,35.19362605,-97.422979,91.2,4.3800116,3,322,-4.911,4.419,8.041,0
1.5645E+12,35.19364442,-97.42287271,83.5,5.830309,3,322,-4.931,3.521,8.358,0
1.5645E+12,35.19365165,-97.42279808,81.1,6.0905256,3,322,-4.524,2.793,8.571,0
1.5645E+12,35.19365711,-97.42273761,81.2,5.19,3,321,-4.314,2.901,8.681,0
1.5645E+12,35.19366148,-97.42269311,83.3,4.0412374,3,321,-4.355,3.266,8.717,0
1.5645E+12,35.1936652,-97.42265777,86.8,3.2705505,3,321,-4.541,3.405,8.526,0
1.5645E+12,35.19366474,-97.42262456,91.1,2.8725073,3,321,-4.618,3.237,8.455,0
1.5645E+12,35.19367045,-97.42257656,98.8,2.126029,4,321,-4.946,3.564,8.152,0
1.5645E+12,35.19367654,-97.42255775,80.7,2.1614811,3,321,-5.412,4.477,7.559,0
1.5645E+12,35.19368934,-97.42252727,68.3,3.0342214,3,321,-5.9,4.544,7.389,0
1.5645E+12,35.19373596,-97.42250047,40.8,4.507505,3,321,-6.012,4.43,7.308,0
1.5645E+12,35.19379067,-97.42246764,18.2,5.640142,3,319,-5.657,3.702,7.703,0
1.5645E+12,35.19384181,-97.42245704,7.5,6.260032,3,319,-5.495,3.395,7.957,0
1.5645E+12,35.19389333,-97.42245558,0.1,6.3506374,3,319,-4.836,3.361,8.194,0
1.5645E+12,35.19394026,-97.42245233,357.9,6.0018744,3,319,-4.4,3.151,8.542,0
1.5645E+12,35.19399347,-97.42245007,1,5.9103045,3,319,-4.381,2.433,8.706,0
1.5645E+12,35.19404462,-97.4224423,2.8,5.6802197,4,319,-4.307,1.718,8.877,0
1.5645E+12,35.19408576,-97.42243865,4.5,5.02004,5,318,-4.357,1.295,9.103,0
1.5645E+12,35.1941172,-97.42243362,7.3,4.170192,5,318,-4.35,2.848,8.608,0
1.5645E+12,35.19413741,-97.42243054,7.9,3.5423863,6,318,-4.431,3.847,8.379,0
1.5645E+12,35.19416432,-97.4224277,4.5,3.3609521,6,318,-4.987,4.84,7.981,0
1.5645E+12,35.19420781,-97.42243409,354,3.7004867,6,318,-5.991,4.041,7.581,0
1.5645E+12,35.19423994,-97.42246015,334,4.650269,5,318,-6.44,3.171,7.421,0
1.5645E+12,35.19423658,-97.42251919,308.5,4.936851,4,318,-6.861,2.915,7.337,0
1.5645E+12,35.19424031,-97.42258694,280.9,5.415321,3,318,-5.785,3.478,7.753,0
1.5645E+12,35.19421032,-97.42266837,270.5,6.0843487,3,317,-4.851,3.928,8,0
1.5645E+12,35.1942096,-97.42274671,269.7,6.9760303,3,316,-4.593,3.739,8.217,0
1.5645E+12,35.19421736,-97.42283527,271,7.936454,3,316,-4.644,3.612,8.494,0
1.5645E+12,35.19421862,-97.42292796,272.6,8.555986,3,315,-4.493,3.047,8.518,0
1.5645E+12,35.19422921,-97.42302144,274.4,8.841108,3,316,-4.558,2.56,8.647,0
1.5645E+12,35.19423878,-97.4231129,277.2,8.610981,3,316,-4.467,2.497,8.909,0
