time,lat,lng,bearing,spd,acc,alt,accx,accy,accz,stable,
0,35.235,-97.423,358.9,20.11,3,340,-2.935,-0.122,8.801,1
1,35.236,-97.423,359.1,19.92,3,340,-2.926,-0.15,8.959,1
2,35.236,-97.424,359.4,19.8,3,339,-2.88,-0.286,8.736,1
3,35.236,-97.424,359.4,19.7,3,340,-2.877,-0.295,8.888,1
4,35.236,-97.424,359.5,19.72,3,340,-2.943,-0.304,9.173,1
5,35.236,-97.424,359.5,19.78,3,340,-2.909,-0.374,9.021,1
6,35.237,-97.424,359.6,19.76,3,340,-2.951,-0.374,9.033,1
7,35.237,-97.424,359.6,19.59,3,340,-2.829,-0.431,9.1,1
8,35.237,-97.424,359.5,19.43,3,340,-2.946,-0.307,9.245,1
9,35.237,-97.424,359.6,19.31,3,340,-2.876,-0.275,9.055,1
10,35.237,-97.424,359.5,19.08,3,340,-3.163,-0.437,9.063,1
11,35.237,-97.424,359.5,19.16,3,341,-3.449,-0.589,8.94,1
12,35.238,-97.424,359.4,19.471,3,341,-3.545,-0.57,8.781,1
13,35.238,-97.424,359.9,19.99,3,340,-3.452,-0.72,8.928,1
14,35.238,-97.424,359.8,20.431,3,340,-3.504,-0.833,9.096,1
15,35.238,-97.424,359.8,20.911,3,340,-3.188,-0.682,9.044,1
16,35.238,-97.424,359.6,21.201,3,341,-3.301,-0.676,9.223,1
17,35.239,-97.424,359.4,21.28,3,342,-2.933,-0.417,9.055,1
18,35.239,-97.424,359.5,21.071,3,342,-2.79,-0.389,9.153,1
19,35.239,-97.424,359.5,20.691,3,342,-2.92,-0.398,9.198,1
20,35.239,-97.424,359.5,20.531,3,342,-2.988,-0.414,9.032,1
21,35.239,-97.424,359.6,20.401,3,343,-3.167,-0.538,9.451,1
22,35.24,-97.424,359.6,20.401,3,343,-3.219,-0.588,9.162,1
23,35.24,-97.424,359.6,20.511,3,343,-3.163,-0.51,9.002,1
24,35.24,-97.424,359.6,20.591,3,343,-3.283,-0.674,9.301,1
25,35.24,-97.424,359.5,20.671,3,344,-3.187,-0.546,9.077,1
26,35.24,-97.424,359.5,20.761,3,344,-3.136,-0.535,8.938,1
27,35.241,-97.424,359.4,20.88,3,344,-3.095,-0.427,8.766,1
28,35.241,-97.424,359.4,21,3,344,-3.201,-0.499,9.068,1
29,35.241,-97.424,359.4,21.14,3,344,-3.184,-0.513,8.813,1
30,35.241,-97.424,359.5,21.29,3,344,-2.892,-0.354,8.971,1
32,35.241,-97.424,359.8,21.18,3,344,-2.833,-0.268,8.958,1
32,35.241,-97.424,359.8,21.18,3,344,-2.833,-0.268,8.958,1
33,35.242,-97.424,0,20.91,3,343,-2.818,-0.317,8.858,1
34,35.242,-97.424,0,20.841,3,343,-2.784,-0.154,8.951,1
35,35.242,-97.424,0.1,20.63,3,343,-2.69,-0.285,9.252,1
36,35.242,-97.424,359.9,20.441,3,343,-2.635,-0.374,9.275,1
37,35.242,-97.424,359.5,20.242,3,342,-2.85,-0.524,9.109,1
38,35.242,-97.424,359.3,20.352,3,342,-3.082,-0.502,9.133,1
39,35.243,-97.424,359,20.702,3,342,-3.242,-0.391,9.049,1
40,35.243,-97.424,359.4,21.121,3,342,-3.077,-0.211,8.991,1
41,35.243,-97.424,359.7,21.321,3,341,-2.918,-0.215,9.147,1
42,35.243,-97.424,359.8,21.291,3,341,-3.052,-0.258,9.497,1
43,35.243,-97.424,0.1,21.18,3,341,-3.107,-0.114,9.391,0
44,35.244,-97.424,0.5,21.25,3,340,-3.175,-0.092,8.916,0
45,35.244,-97.424,1.2,21.39,3,340,-3.128,-0.258,9.107,0
46,35.244,-97.424,1.4,21.55,3,339,-3.018,-0.414,8.923,0
47,35.244,-97.424,1.2,21.61,3,339,-3.013,-0.204,9.15,0
48,35.244,-97.424,1.2,21.55,3,339,-3.04,-0.252,9.139,0
49,35.245,-97.424,1.4,21.41,3,339,-2.959,-0.115,9.111,0
50,35.245,-97.424,1.9,21.18,3,339,-3.122,-0.521,9.356,0
51,35.245,-97.424,1.9,21.151,3,339,-3.121,-0.474,9.096,1
52,35.245,-97.424,2,21.073,3,339,-2.984,-0.339,9.212,1
53,35.245,-97.424,2.2,20.774,3,340,-2.788,-0.14,9.31,1
54,35.245,-97.423,2.4,20.134,3,341,-2.716,-0.294,9.249,1
55,35.246,-97.423,2.4,19.562,3,341,-2.688,-0.392,9.102,1
56,35.246,-97.423,2.2,19.061,3,341,-2.307,-0.102,9.133,1
57,35.246,-97.423,2.2,18.44,3,341,-2.2,0.187,8.894,1
58,35.246,-97.423,2.1,17.25,3,341,-2.088,0.359,9.302,1
59,35.246,-97.423,2.5,16.3,3,342,-1.527,0.473,9.459,1
60,35.246,-97.423,0.1,15.831,3,343,-2.285,-0.225,9.245,1
61,35.247,-97.423,1.8,13.922,3,344,-1.549,0.075,9.659,1
62,35.247,-97.423,0.9,12.98,3,344,-1.484,0.357,9.507,1
63,35.247,-97.423,0.3,10.96,3,345,-1.235,0.448,9.642,1
64,35.247,-97.423,0,9.3612,3,344,-1.318,0.584,9.649,1
65,35.247,-97.423,359.5,7.6702,3,344,-1.264,0.66,9.704,1
66,35.247,-97.423,359.1,5.9219,3,343,-1.134,0.7,9.817,1
67,35.247,-97.423,359.6,3.9692,3,343,-1.74,0.346,9.595,1
68,35.247,-97.423,359.6,2.4907,3,344,-1.816,0.276,9.537,1
69,35.247,-97.423,359.6,1.5901,3,343,-2.119,0.137,9.415,1
70,35.247,-97.423,359.6,1.5901,3,343,-2.156,0.124,9.395,1
