time,latitude,longitude,bearing,speed,accuracy,altitude,acc_x,acc_y,acc_z,is_Stable
1584407114,35.21227628,-97.43613113,0,0,112.257996,329,-3.232757568,-0.587463379,9.232330322,0
1584407115,35.21234715,-97.43611438,0,0,116.809,329,-3.041229248,-0.606613159,9.653717041,0
1584407116,35.21256316,-97.43622752,0,0,124.394,327,-3.539215088,-0.568313599,9.021652222,0
1584407117,35.2127998,-97.43633276,0,0,115.292,325,-2.907150269,-0.568313599,9.079101563,0
1584407118,35.212827,-97.43659806,352.4,10.73,86.468994,325,-3.749908447,-0.644927979,9.634567261,0
1584407119,35.21295936,-97.43657886,355.4,10.31,86.468994,324,-3.405136108,-0.357620239,9.519638062,0
1584407120,35.21304737,-97.43656642,359.6,10.06,71.298996,323,-3.730758667,-0.606613159,9.366409302,0
1584407121,35.21311385,-97.43645216,5,10.18,59.163,323,-3.520065308,-0.702392578,9.098266602,0
1584407122,35.21320494,-97.43642389,4.4,9.94,62.197,323,-3.826522827,-0.759841919,9.328109741,0
1584407123,35.2133005,-97.43640883,5.8,10.28,66.748,323,-3.385986328,-0.759841919,8.964187622,0
1584407124,35.21340125,-97.43646357,1.1,9.84,62.197,324,-3.788223267,-0.817306519,9.749481201,0
1584407125,35.21347523,-97.43644492,1,9.52,65.230995,325,-3.347686768,-0.549163818,9.672866821,0
1584407126,35.21356705,-97.43642095,2,9.6,74.333,325,-2.753921509,-0.37677002,9.730331421,0
1584407127,35.21366591,-97.4364025,2.3,10.3,75.85,324,-3.577529907,-0.204391479,9.194030762,0
1584407128,35.21378343,-97.43643512,0.6,10.81,72.815994,323,-3.232757568,-0.415084839,9.328109741,0
1584407129,35.21388047,-97.43644259,0,0,74.333,323,-3.251907349,-0.798156738,9.443023682,0
1584407130,35.21396549,-97.43641575,0,0,75.85,323,-3.615829468,-0.893920898,9.404724121,0
1584407131,35.21406062,-97.43642882,0.4,10.35,47.027,322,-3.730758667,-0.702392578,9.251495361,0
1584407132,35.2141216,-97.43637826,0.5,10.24,36.407997,325,-3.194458008,-0.644927979,9.040802002,0
1584407133,35.21421199,-97.43638533,359.3,10.33,33.374,323,-3.998901367,-0.702392578,9.8644104,0
1584407134,35.21431586,-97.43639269,358.3,10.92,25.789,325,-3.309371948,-0.664077759,8.830108643,0
1584407136,35.2145524,-97.43639995,1.7,12.06,21.237999,321,-3.654144287,-0.683227539,9.519638062,0
1584407137,35.21467816,-97.43639701,1.3,12.17,21.237999,320,-2.543228149,-0.989685059,9.059951782,0
1584407138,35.21479797,-97.43639839,1.9,12.55,21.237999,320,-1.355712891,-0.970535278,8.810958862,0
1584407139,35.2149073,-97.43637279,3.2,12.5,24.272,318,-2.849685669,-0.549163818,10.01763916,0
1584407140,35.2150256,-97.43636286,3.3,12.6,27.306,318,-3.711593628,-0.549163818,9.672866821,0
1584407141,35.21512435,-97.43637053,2.1,12.22,28.823,318,-3.615829468,-0.970535278,9.366409302,0
1584407142,35.21522554,-97.43637661,0,0,33.374,317,-4.247909546,-0.817306519,9.289794922,0
1584407143,35.21532851,-97.43637517,0.4,11.93,36.407997,316,-3.175292969,-0.242706299,9.194030762,0
1584407144,35.21525926,-97.4364353,355,9.51,30.34,317,-3.098678589,-0.970535278,9.443023682,0
1584407145,35.21539959,-97.43639332,359,9.74,24.272,316,-3.462600708,-0.740692139,9.213180542,0
1584407146,35.21552095,-97.43637598,1.4,9.91,24.272,316,-3.845672607,-0.740692139,9.289794922,0
1584407147,35.21563355,-97.43637974,358.2,9.23,22.755,315,-4.056365967,-0.664077759,10.0750885,0
1584407148,35.21571915,-97.43639811,357.2,9.33,24.272,314,-3.366836548,-0.836456299,8.945037842,0
1584407149,35.215802,-97.4364203,356.4,9.3,22.755,314,-3.424301147,-0.817306519,8.964187622,0
1584407150,35.21587502,-97.43644566,354.4,9.23,25.789,314,-3.711593628,-0.587463379,9.806945801,0
1584407151,35.2159938,-97.43645472,357.2,9.98,24.272,314,-2.504928589,-1.027999878,9.711181641,0
1584407152,35.21608129,-97.43644476,359.5,10.09,22.755,314,-4.401138306,-0.032012939,10.87954712,0
1584407153,35.21619066,-97.43645155,359.5,10.25,30.34,314,-2.619842529,-0.779006958,8.964187622,0
1584407154,35.21629756,-97.43643246,1.9,10.65,31.856998,313,-2.619842529,-0.836456299,9.079101563,0
1584407155,35.21638912,-97.43642657,1.8,10.7,33.374,314,-2.964614868,-1.181228638,9.251495361,0
1584407156,35.21649223,-97.43639007,2,10.91,31.856998,312,-3.922286987,-0.529998779,9.443023682,0
1584407157,35.21660301,-97.43639586,0.7,12.11,25.789,311,-3.175292969,-0.549163818,8.619415283,0
1584407158,35.21673717,-97.43636512,2.5,12.05,27.306,311,-3.654144287,-1.047149658,9.8644104,0
1584407159,35.21684627,-97.43635533,2,12.18,25.789,311,-3.385986328,-0.798156738,9.117416382,0
1584407160,35.21695207,-97.43635553,1.3,11.94,22.755,310,-2.792221069,-0.587463379,9.059951782,0
1584407161,35.21704466,-97.43637345,359.4,12.02,22.755,311,-2.63899231,-0.893920898,9.155715942,0
1584407162,35.21712838,-97.43634823,1.5,11.63,21.237999,311,-2.753921509,-0.1277771,7.642593384,0
1584407163,35.2171886,-97.43634647,1.7,10.7,21.237999,310,-3.826522827,-0.415084839,10.87954712,0
1584407164,35.21728868,-97.4363451,358.8,10.99,21.237999,311,-2.983764648,-0.529998779,10.26663208,0
1584407165,35.21739199,-97.43633453,358.8,11.19,22.755,311,-3.079528809,-0.453384399,9.423873901,0
1584407166,35.21748521,-97.43632137,359.7,11.13,22.755,311,-3.520065308,-0.759841919,9.328109741,0
1584407167,35.21759876,-97.43632839,0.6,11.14,25.789,313,-3.769058228,-0.434234619,9.730331421,0
1584407168,35.21772551,-97.43631036,1.1,11.2,25.789,314,-3.232757568,-0.529998779,9.730331421,0
1584407169,35.21782148,-97.43633909,359,11.16,28.823,314,-2.31338501,-0.664077759,9.845245361,0
1584407170,35.21791689,-97.43636068,359,10.96,31.856998,313,-1.566390991,-0.166091919,10.32409668,0
1584407171,35.21801448,-97.43635632,1.1,10.69,37.925,313,-1.93031311,1.289581299,9.730331421,0
1584407172,35.21816486,-97.4363444,3.6,11.1,36.407997,313,-1.83454895,2.630340576,9.098266602,0
1584407173,35.21827035,-97.43629105,11.2,10.46,33.374,313,-3.673294067,1.806732178,9.577102661,0
1584407174,35.21820423,-97.4362263,39.2,6.06,25.789,313,-3.788223267,0.849060059,8.868423462,0
1584407175,35.21823521,-97.4361717,72.7,5.78,19.720999,317,-4.056365967,0.5809021,9.155715942,0
1584407176,35.21828006,-97.43610186,82.9,6.95,18.203999,319,-4.477752686,-0.683227539,8.964187622,0
1584407177,35.21829177,-97.43601771,85.4,7.72,18.203999,319,-4.209594727,-0.721542358,8.849258423,0
1584407178,35.2183158,-97.43592526,86.8,8.74,18.203999,321,-4.765045166,-0.702392578,9.289794922,0
1584407179,35.21831302,-97.43581743,88,9.72,18.203999,320,-3.903137207,-1.027999878,8.236343384,0
1584407180,35.21834219,-97.43569993,86.4,10.48,18.203999,320,-2.811386108,-0.510848999,9.251495361,0
1584407181,35.21834677,-97.43558846,86.7,11.3,16.687,318,-2.504928589,-0.568313599,9.194030762,0
1584407182,35.21833008,-97.43545738,89,11.41,16.687,317,-3.079528809,-0.510848999,9.500488281,0
1584407183,35.21833165,-97.43532952,88.9,11.78,16.687,314,-3.271072388,-0.874771118,8.887573242,0
1584407184,35.21833534,-97.43520295,88.2,11.85,16.687,313,-3.711593628,-1.027999878,9.960174561,0
1584407185,35.21834379,-97.43506614,87.6,12.05,19.720999,311,-2.026077271,-0.453384399,8.657730103,0
1584407186,35.21834366,-97.43491598,88.8,12.52,21.237999,310,-4.324523926,-0.721542358,9.845245361,0
1584407187,35.21835866,-97.43478208,87.7,12.18,21.237999,309,-3.673294067,-0.625778198,9.960174561,0
1584407188,35.21833636,-97.4345976,91.1,12.86,22.755,306,-3.577529907,-0.702392578,9.730331421,0
1584407189,35.21834284,-97.43445684,87,12.41,19.720999,303,-3.366836548,-0.491699219,9.155715942,0
1584407190,35.21833531,-97.43433908,88.4,12.07,19.720999,303,-3.328521729,-0.779006958,9.672866821,0
1584407192,35.21832923,-97.43408731,88.6,12.04,18.203999,301,-3.175292969,-0.587463379,9.443023682,0
1584407193,35.21832062,-97.43395959,90.9,12.25,19.720999,300,-3.462600708,-0.491699219,9.251495361,0
1584407194,35.21831705,-97.43383255,89.8,12.11,19.720999,300,-3.424301147,-0.434234619,9.270645142,0
1584407195,35.21831283,-97.43369742,88.8,12.22,18.203999,299,-3.022064209,-0.395935059,9.155715942,0
1584407196,35.21830837,-97.43354879,88.3,12.35,18.203999,299,-2.964614868,-0.740692139,9.500488281,0
1584407197,35.21832122,-97.4334049,88.8,12.42,18.203999,300,-3.424301147,-0.491699219,9.692016602,0
1584407198,35.21831748,-97.43327424,89.9,12.14,16.687,301,-3.462600708,-0.472549438,9.347259521,0
1584407199,35.21831684,-97.43314266,90.9,11.81,16.687,302,-3.443450928,-0.702392578,9.308944702,0
1584407200,35.21831699,-97.43302416,92,11.94,16.687,301,-3.711593628,-0.759841919,9.251495361,0
1584407201,35.21829374,-97.4328933,95.2,12.13,16.687,302,-3.481750488,-0.759841919,8.696029663,0
1584407202,35.21829084,-97.43276506,91.8,12.06,16.687,301,-3.692443848,-0.472549438,8.791809082,0
1584407203,35.21830003,-97.43260866,90.8,12.49,16.687,301,-3.769058228,-0.549163818,9.557952881,0
1584407204,35.21831263,-97.43246942,88.8,12.24,18.203999,301,-3.711593628,-0.798156738,9.538787842,0
1584407205,35.21831758,-97.43231822,89.9,12.63,16.687,302,-3.883987427,-0.874771118,9.519638062,0
1584407206,35.21832299,-97.43218518,92,12.56,16.687,302,-3.347686768,-0.30015564,9.098266602,0
1584407207,35.21831378,-97.43203965,91.5,12.82,16.687,300,-3.577529907,-0.644927979,9.232330322,0
1584407208,35.21831727,-97.43189018,90,13.19,16.687,300,-3.290222168,-0.702392578,8.868423462,0
1584407209,35.21832267,-97.43173753,88.7,12.62,16.687,301,-3.864837646,-0.740692139,9.366409302,0
1584407210,35.21829964,-97.43160683,88.2,12.61,16.687,299,-3.462600708,-0.779006958,9.155715942,0
1584407211,35.21829404,-97.43146762,89.5,12.57,16.687,300,-3.309371948,-0.683227539,8.983337402,0
1584407212,35.21830426,-97.43133429,89.8,12.29,16.687,300,-2.23677063,-0.951385498,9.270645142,0
1584407213,35.21829133,-97.43120176,93.5,12.02,16.687,300,-3.481750488,-0.874771118,8.849258423,0
1584407214,35.21830554,-97.43106859,92.6,11.9,18.203999,301,-3.481750488,-0.434234619,8.983337402,0
1584407215,35.21830105,-97.43094584,91.9,11.52,18.203999,302,-3.060379028,-0.529998779,8.849258423,0
1584407216,35.21830778,-97.43081677,89.6,11.75,18.203999,302,-3.424301147,-0.664077759,8.810958862,0
1584407217,35.21830458,-97.43069088,90.4,11.77,18.203999,303,-3.692443848,-0.606613159,9.270645142,0
1584407218,35.21830092,-97.43054687,89.1,11.7,18.203999,303,-3.807373047,-0.568313599,9.500488281,0
1584407219,35.21831644,-97.43041827,85.5,11.72,18.203999,302,-3.194458008,-0.644927979,9.136566162,0
1584407220,35.2183273,-97.43029979,88.5,11.59,18.203999,301,-3.424301147,-0.625778198,9.385559082,0
1584407221,35.21833065,-97.43017415,88.8,11.58,18.203999,301,-4.018066406,-0.702392578,9.251495361,0
1584407222,35.21833333,-97.43004488,87.9,11.34,18.203999,302,-3.385986328,-0.529998779,9.040802002,0
1584407223,35.21833477,-97.42990784,88.8,11.87,18.203999,303,-3.673294067,-0.740692139,9.155715942,0
1584407224,35.21834303,-97.42976732,88.6,12.24,19.720999,304,-3.615829468,-0.740692139,9.462173462,0
1584407225,35.21834098,-97.42964075,90.1,11.58,19.720999,302,-3.730758667,-0.644927979,9.289794922,0
1584407226,35.21833532,-97.42951084,91.8,11.94,19.720999,302,-3.251907349,-0.453384399,9.366409302,0
1584407227,35.2183436,-97.42936889,90.4,12.34,18.203999,305,-3.290222168,-0.587463379,9.462173462,0
1584407228,35.21835872,-97.42922392,89.8,12.54,19.720999,305,-3.634979248,-0.759841919,9.538787842,0
1584407229,35.21836324,-97.42907647,91.5,12.78,19.720999,308,-3.903137207,-0.874771118,9.577102661,0
1584407230,35.21837226,-97.42893236,90.1,13.08,18.203999,308,-3.960601807,-1.008850098,8.945037842,0
1584407231,35.21836793,-97.42878308,89.3,13.62,18.203999,306,-3.481750488,-0.664077759,9.002487183,0
1584407232,35.21837287,-97.42862234,89,14.05,18.203999,307,-3.922286987,-0.721542358,8.983337402,0
1584407233,35.21838364,-97.42844999,88.3,14.69,18.203999,309,-3.558364868,-0.759841919,9.251495361,0
1584407234,35.21836831,-97.42828319,89.6,15.26,18.203999,310,-4.305358887,-0.357620239,10.09425354,0
1584407235,35.21834668,-97.4281116,90.9,15.54,18.203999,311,-3.079528809,-0.664077759,9.366409302,0
1584407236,35.21835401,-97.42794823,88.7,15.4,19.720999,311,-3.366836548,-0.913070679,9.040802002,0
1584407237,35.21835559,-97.42778571,89.2,15.28,18.203999,311,-3.769058228,-0.702392578,9.845245361,0
1584407238,35.218346,-97.42761408,89.6,15.85,18.203999,312,-3.558364868,-0.951385498,9.826095581,0
1584407239,35.21835536,-97.42744558,90.2,15.94,18.203999,312,-3.941452026,-0.798156738,9.730331421,0
1584407240,35.21835467,-97.42727384,91.7,15.82,19.720999,312,-3.232757568,-0.683227539,9.079101563,0
1584407241,35.21834793,-97.42710142,92,15.87,18.203999,314,-3.309371948,-0.913070679,9.308944702,0
1584407242,35.21834585,-97.42691812,89.4,16.01,18.203999,315,-3.098678589,-0.625778198,9.768630981,0
1584407243,35.21834586,-97.4267394,88.9,16.04,18.203999,316,-3.654144287,-0.606613159,9.538787842,0
1584407244,35.21834385,-97.42656201,90.2,15.49,18.203999,316,-3.271072388,-0.625778198,9.423873901,0
1584407245,35.21835602,-97.42638265,89.1,15.27,18.203999,316,-2.868835449,-1.162078857,8.600265503,0
1584407246,35.21835432,-97.42621545,89.3,15.12,18.203999,317,-3.443450928,-0.913070679,9.749481201,0
1584407247,35.21836528,-97.42606005,88.9,14.92,18.203999,317,-3.041229248,-0.453384399,9.328109741,0
1584407248,35.21837457,-97.42590904,89.4,14.75,18.203999,318,-3.041229248,-0.434234619,9.404724121,0
1584407249,35.21838,-97.42576124,89.5,14.04,18.203999,319,-3.673294067,-0.664077759,9.289794922,0
1584407250,35.21837943,-97.42560617,90.5,13.92,18.203999,319,-3.596679688,-0.625778198,8.810958862,0
1584407251,35.21838306,-97.42545564,90,13.84,18.203999,319,-3.615829468,-0.970535278,9.328109741,0
1584407252,35.21837375,-97.42530393,90.5,14.27,18.203999,321,-3.385986328,-1.008850098,9.672866821,0
1584407254,35.21836544,-97.42497133,90.2,14.93,16.687,321,-3.290222168,-0.644927979,9.404724121,0
1584407255,35.21837278,-97.42480816,89.5,14.06,16.687,320,-2.868835449,-0.970535278,9.749481201,0
1584407256,35.21836529,-97.42467083,88.3,13.74,16.687,322,-2.983764648,-0.779006958,9.443023682,0
1584407257,35.21835016,-97.42453257,91,13.66,18.203999,321,-3.098678589,-0.625778198,9.385559082,0
1584407258,35.21833754,-97.42438977,92.3,12.81,18.203999,322,-3.156143188,-0.319320679,9.481338501,0
1584407259,35.21832776,-97.42425834,91,12.65,18.203999,322,-3.136993408,-0.970535278,9.462173462,0
1584407260,35.21831303,-97.42413143,91.2,11.72,18.203999,322,-2.658157349,-0.759841919,9.519638062,0
1584407261,35.21832034,-97.42401515,88.8,11.18,18.203999,321,-2.40914917,-0.395935059,9.787796021,0
1584407262,35.2183148,-97.42391411,93.3,9.98,18.203999,323,-1.394012451,-0.14692688,9.519638062,0
1584407263,35.21831189,-97.42381098,93.2,9.59,19.720999,323,-2.48576355,1.787582397,10.64970398,0
1584407264,35.21830612,-97.4237612,103.3,6.62,19.720999,322,-2.677307129,2.936798096,9.021652222,0
1584407265,35.21828257,-97.42368367,107,6.4,19.720999,322,-2.983764648,2.592025757,8.408737183,0
1584407266,35.21823161,-97.42367207,145,5.21,18.203999,323,-4.286209106,0.42767334,9.519638062,0
1584407267,35.21817489,-97.42367426,171,6.42,18.203999,324,-4.324523926,-0.664077759,9.692016602,0
1584407268,35.2181057,-97.42367211,177.7,7.41,18.203999,325,-4.018066406,-0.664077759,9.021652222,0
1584407269,35.21802213,-97.42367759,180.7,8.57,18.203999,323,-4.458587646,-0.683227539,10.30493164,0
1584407270,35.21793219,-97.42367913,180.8,9.53,16.687,323,-5.301345825,-0.644927979,9.155715942,0
1584407271,35.21783613,-97.42368315,181.9,10.48,16.687,322,-4.247909546,-0.587463379,9.672866821,0
1584407272,35.21774975,-97.42367635,179.3,10.27,18.203999,322,-3.424301147,-0.683227539,8.925872803,0
1584407273,35.21763215,-97.42368601,181.1,11.65,18.203999,324,-2.38999939,-0.759841919,8.887573242,0
1584407274,35.21751792,-97.42368619,181.1,11.81,18.203999,324,-1.98777771,-0.874771118,8.159729004,0
1584407275,35.21740569,-97.42369081,180.9,11.85,21.237999,323,-2.849685669,-0.664077759,9.002487183,0
