time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1568580483,35.27180126,-97.48548339,351.205,31.499,0.58,14.317,30.13,0.005,-0.236,359.7896
1568580484,35.27208386,-97.48548544,350.965,31.425,0.46,14.317,30.13,0.005,-0.252,359.6674
1568580485,35.27236536,-97.48548697,350.879,31.22,0.68,14.317,30.13,0.005,-0.223,359.792
1568580486,35.27264843,-97.4854871,350.513,31.475,0.45,14.317,30.13,0.005,-0.288,0.0578
1568580487,35.27293252,-97.4854861,350.248,31.543,0.62,14.317,30.13,0.005,-0.315,0.208
1568580488,35.27321864,-97.48548611,350.132,31.841,0.6,14.317,30.13,0.005,-0.269,359.9746
1568580489,35.27350447,-97.48548719,349.836,31.669,0.65,14.317,30.13,0.005,-0.285,359.7578
1568580490,35.27379295,-97.48548881,349.472,32.088,0.61,14.317,30.13,0.005,-0.305,359.7182
1568580491,35.27408394,-97.48548926,349.077,32.288,0.47,14.317,30.13,0.005,-0.312,359.9959
1568580492,35.27437617,-97.48548861,348.592,32.446,0.46,14.317,30.13,0.005,-0.344,0.0756
1568580493,35.27467026,-97.48548834,348.023,32.692,0.46,14.317,30.13,0.005,-0.397,359.9969
1568580494,35.27496681,-97.48548813,347.587,33.002,0.61,14.317,30.13,0.005,-0.402,0.0251
1568580495,35.27526425,-97.48548825,347.325,33.02,0.47,14.317,30.13,0.005,-0.359,359.9608
1568580496,35.27556093,-97.48548898,347.147,32.931,0.65,14.317,30.13,0.005,-0.319,359.7868
1568580497,35.2758586,-97.48549134,347.072,33.134,0.64,14.317,30.13,0.005,-0.241,359.5666
1568580498,35.27615661,-97.48549286,347.172,33.12,0.55,14.317,30.13,0.005,-0.136,359.797
1568580499,35.27645453,-97.48549091,347.387,33.085,0.52,14.317,30.13,0.005,-0.016,0.4876
1568580500,35.27675527,-97.48548302,347.872,33.298,0.49,14.317,30.13,0.005,0.135,1.7014
1568580501,35.27705495,-97.48546371,348.194,33.222,0.51,14.317,30.13,0.005,0.181,3.6811
1568580502,35.27735121,-97.48542951,349.018,33.103,0.5,14.317,30.13,0.005,0.314,6.1516
1568580503,35.27764407,-97.48536892,349.683,33.138,0.43,14.317,30.13,0.005,0.394,10.8113
1568580504,35.27793293,-97.48528187,350.005,32.959,0.55,14.317,30.13,0.005,0.365,15.0849
1568580505,35.27821642,-97.48517245,350.442,33.033,0.68,14.317,30.13,0.005,0.334,18.3418
1568580506,35.27849531,-97.48505669,350.822,32.613,0.62,14.317,30.13,0.005,0.296,19.0275
1568580507,35.27876998,-97.4849414,351.137,32.236,0.61,14.317,30.13,0.005,0.291,19.0043
1568580508,35.27904443,-97.48482999,351.33,32.101,0.61,14.317,30.13,0.005,0.251,18.3389
1568580509,35.27931832,-97.48472175,351.613,31.915,0.66,14.317,30.13,0.005,0.245,17.9301
1568580510,35.27959194,-97.4846131,351.659,31.948,0.71,14.317,30.13,0.005,0.184,18.1466
1568580511,35.27986776,-97.48450527,351.655,32.2,1.22,14.317,30.13,0.005,0.15,17.7609
1568580512,35.28015248,-97.48441216,351.33,32.599,1.11,14.317,31.28,0.005,0.073,14.8942
1568580513,35.28044043,-97.4843315,351.329,32.7,0.76,14.317,31.28,0.005,0.046,12.3817
1568580514,35.28072981,-97.48427263,351.761,32.855,0.62,14.317,30.13,0.005,0.187,8.6986
1568580515,35.28102431,-97.4842356,351.271,32.902,0.61,14.317,30.13,0.005,0.058,4.995
1568580516,35.2813194,-97.48421851,351.415,32.791,0.64,14.317,30.13,0.005,0.07,2.1366
1568580517,35.28161747,-97.48421567,351.645,33.131,0.63,14.317,30.13,0.005,0.112,359.6326
1568580518,35.28191277,-97.48423274,352.257,32.924,0.72,14.317,30.13,0.005,0.25,356.8449
1568580519,35.28220831,-97.48426828,351.985,32.877,0.55,14.317,30.13,0.005,0.176,353.7476
1568580520,35.28249759,-97.48432178,352.349,32.469,0.7,14.317,30.13,0.005,0.245,350.4643
1568580521,35.28278119,-97.48439456,352.563,32.191,0.85,14.317,30.13,0.005,0.267,347.5035
1568580522,35.28305729,-97.48448356,353.66,31.73,0.53,14.317,30.13,0.005,0.455,344.7315
1568580523,35.28333166,-97.48458209,354.058,31.676,0.51,14.317,30.13,0.005,0.455,343.1518
1568580524,35.2836064,-97.48468315,354.139,31.705,0.52,14.317,30.13,0.005,0.373,343.0353
1568580525,35.28388255,-97.48478375,354.051,31.81,0.61,14.317,30.13,0.005,0.307,343.2318
1568580526,35.28415729,-97.48488373,353.82,31.54,0.51,14.317,30.13,0.005,0.234,343.1837
1568580527,35.28443286,-97.48498331,353.426,31.734,0.44,14.317,30.13,0.005,0.146,343.4109
1568580528,35.28470907,-97.48508484,353.035,31.973,0.59,14.317,30.13,0.005,0.103,343.1635
1568580529,35.28498606,-97.4851866,352.884,32.034,0.45,14.317,30.13,0.005,0.097,343.1312
1568580530,35.28526515,-97.48528791,352.804,32.292,0.37,14.317,30.13,0.005,0.094,343.4332
1568580531,35.28555461,-97.4853891,349.608,32.824,0.37,14.317,30.13,0.005,-0.531,343.5505
1568580532,35.2858384,-97.48549226,349.553,32.935,0.37,14.317,30.13,0.005,-0.443,343.3404
1568580533,35.28612314,-97.48559589,349.556,33.115,0.37,14.317,30.13,0.005,-0.347,343.4442
1568580534,35.28640917,-97.48570244,349.531,33.321,0.46,14.317,30.13,0.005,-0.266,342.8096
1568580535,35.28669676,-97.48580966,349.538,33.471,0.46,14.317,30.13,0.005,-0.212,343.0371
1568580536,35.28698541,-97.4859159,349.516,33.489,0.69,14.317,30.13,0.005,-0.165,343.3172
1568580537,35.28727656,-97.48602192,349.502,33.775,0.39,14.317,29.9,0.005,-0.117,343.3798
1568580538,35.28756929,-97.48612813,349.639,33.9,0.48,14.317,29.9,0.005,-0.037,343.4231
1568580539,35.2878629,-97.48623545,350.035,34.05,0.36,14.317,29.9,0.005,0.057,343.3393
1568580540,35.28815861,-97.48634306,350.069,34.266,0.54,14.317,29.9,0.005,0.029,343.3954
1568580541,35.28845572,-97.48645101,350.107,34.392,0.35,14.317,29.9,0.005,0.012,343.4724
1568580542,35.28875198,-97.48655983,350.573,34.367,0.56,14.317,29.9,0.005,0.062,343.2664
1568580543,35.28905004,-97.48666913,351.139,34.627,0.38,14.317,29.9,0.005,0.142,343.3413
1568580544,35.28935095,-97.48677974,351.205,34.879,0.44,14.317,29.9,0.005,0.106,343.0868
1568580545,35.28965308,-97.48689242,351.115,35.003,0.44,14.317,29.9,0.005,0.042,342.8843
