time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1565124328,35.21844067,-97.51329817,338.9,0.067,50.54,17.607,40.71,0.005,0,0
1565124329,35.21844033,-97.51329583,338.7,0.079,50.54,17.607,40.71,0.005,0,0
1565124330,35.21844017,-97.5132955,338.3,0.042,50.54,17.607,40.71,0.005,0,0
1565124331,35.21843983,-97.51329483,338.3,0.024,50.54,17.607,40.71,0.005,0,0
1565124332,35.21844,-97.513294,338.5,0.05,50.54,17.607,40.71,0.005,0,0
1565124333,35.21844017,-97.51329333,338.6,0.037,50.54,17.607,40.71,0.005,0,0
1565124334,35.21844033,-97.51329233,338,0.194,50.54,17.607,40.71,0.005,0,0
1565124335,35.218441,-97.5132915,337.6,0.096,50.54,17.607,40.48,0.005,0,0
1565124336,35.21844217,-97.51329067,337.2,0.025,50.54,17.607,40.48,0.005,0,0
1565124337,35.21844317,-97.51328833,336.9,0.095,50.54,17.607,40.48,0.005,0,0
1565124338,35.21844383,-97.51328733,336.4,0.045,50.54,17.607,40.48,0.005,0,0
1565124339,35.21844633,-97.51329267,336,0.656,50.54,17.607,40.48,0.005,0,0
1565124340,35.21845183,-97.51331083,335.6,2.049,50.54,17.607,40.48,0.005,0,288.4
1565124341,35.21845217,-97.51333633,335.4,2.34,50.54,17.607,40.48,0.005,0,276.49
1565124342,35.2184435,-97.51336083,335.3,2.321,50.54,17.607,40.71,0.005,0,259.58
1565124343,35.21842433,-97.51338217,334.9,2.877,50.54,17.607,40.48,0.005,0,228.08
1565124344,35.218407,-97.51339083,334.7,2.369,50.54,17.607,40.48,0.005,0,216.22
1565124345,35.21838383,-97.51337717,334.6,2.678,50.54,17.607,40.48,0.005,0,172.22
1565124346,35.2183695,-97.51335517,336.9,3.135,50.54,17.607,40.48,0.005,0,135.75
1565124347,35.21836267,-97.513319,336.3,3.787,50.54,17.607,40.48,0.005,0,112.25
1565124348,35.21835983,-97.51327183,335.3,4.506,50.54,17.607,40.48,0.005,0,102.02
1565124349,35.21836233,-97.5132215,335.1,4.697,50.54,17.607,40.48,0.005,0,92.9
1565124350,35.21836233,-97.513164,335,5.344,50.54,17.607,40.48,0.005,0,88.75
1565124351,35.21836567,-97.513104,334.9,5.564,50.54,17.607,40.48,0.005,0,86.96
1565124352,35.2183695,-97.5130375,334,5.935,50.54,17.607,40.48,0.005,0,86.16
1565124353,35.218369,-97.512964,334.5,6.603,50.54,17.607,40.48,0.005,0,86.8
