time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1565124328,35.21845036,-97.51330959,334.436,0.012,0.49,4.426,8.51,0.005,-0.016,347.1181
1565124329,35.21845031,-97.5133102,334.478,0.051,0.47,4.426,8.51,0.005,-0.027,328.7314
1565124330,35.21844986,-97.51331027,334.567,0.025,0.48,4.426,8.51,0.005,0.014,113.8599
1565124331,35.21844973,-97.51331098,334.431,0.057,0.54,4.426,8.51,0.005,-0.072,297.7645
1565124332,35.21844933,-97.51331142,334.493,0.028,0.51,4.426,8.51,0.005,-0.05,292.1629
1565124333,35.21844871,-97.51331151,334.557,0.014,0.48,4.426,8.51,0.005,-0.035,149.3549
1565124334,35.21844773,-97.51331139,334.676,0.022,0.44,4.426,8.51,0.005,0.006,101.2634
1565124335,35.21844777,-97.51331208,334.566,0.065,0.45,4.426,8.51,0.005,-0.043,298.0044
1565124336,35.2184479,-97.51331269,334.338,0.05,0.52,4.426,7.015,0.005,-0.104,317.1457
1565124337,35.21844762,-97.51331248,334.399,0.023,0.53,4.426,7.015,0.005,-0.062,31.6057
1565124338,35.21844719,-97.51331258,334.466,0.04,0.44,4.426,7.015,0.005,-0.011,323.4023
1565124339,35.21845087,-97.51331704,334.548,0.836,0.33,4.426,7.015,0.005,0.007,305.3988
1565124340,35.21845686,-97.51333329,334.577,1.901,0.65,4.426,7.015,0.005,-0.011,292.1886
1565124341,35.21845586,-97.51335834,335.237,2.544,0.62,4.426,7.015,0.005,0.096,266.2727
1565124342,35.21844546,-97.51338314,335.553,2.59,0.91,4.426,7.072,0.005,0.071,247.1698
1565124343,35.21842996,-97.51339971,335.978,2.239,0.69,4.426,7.072,0.005,0.082,217.7066
1565124344,35.21840929,-97.51340368,336.713,2.26,0.62,4.426,7.188,0.005,0.223,185.2875
1565124345,35.21838759,-97.51339477,337.488,2.757,0.58,4.426,7.188,0.005,0.348,151.5952
1565124346,35.2183698,-97.51336716,337.145,3.292,0.75,4.426,7.072,0.005,0.122,122.3819
1565124347,35.21836172,-97.51332807,337.149,3.827,0.69,4.426,7.072,0.005,0.011,99.6884
1565124348,35.21835575,-97.51327661,337.48,4.654,0.5,4.426,7.188,0.005,0.068,94.0575
1565124349,35.21835058,-97.5132153,338.051,5.523,0.5,4.426,7.36,0.005,0.181,91.8372
1565124350,35.21834962,-97.51315529,338.513,5.342,0.49,4.426,7.36,0.005,0.241,90.1178
1565124351,35.21834919,-97.51309629,339.378,5.37,0.55,4.426,7.015,0.005,0.403,91.3373
1565124352,35.21834864,-97.51302911,339.743,6.311,0.49,4.426,7.015,0.005,0.301,90.4876
1565124353,35.21834874,-97.51295664,340.142,6.691,0.59,4.426,7.015,0.005,0.274,90.5013
1565124354,35.21834738,-97.51287794,341.102,7.282,0.59,4.426,7.015,0.005,0.388,91.5747
1565124355,35.21834939,-97.51279257,340.943,7.787,0.45,4.426,7.015,0.005,0.169,87.633
1565124356,35.21835085,-97.51270399,341.026,8.069,0.49,4.426,7.763,0.005,0.054,89.3995
1565124357,35.21834838,-97.51261146,341.881,8.637,0.43,4.426,8.165,0.005,0.274,92.907
1565124358,35.21834499,-97.51251574,342.085,8.577,0.36,4.426,8.165,0.005,0.162,91.2557
1565124359,35.21834364,-97.51242143,342.297,8.448,0.33,4.426,7.36,0.005,0.118,91.0648
1565124360,35.21834333,-97.51232847,342.191,8.308,0.29,4.426,7.36,0.005,-0.004,90.5707
1565124361,35.21834352,-97.51223936,342.143,8.042,0.3,4.426,7.36,0.005,-0.042,89.7869
1565124362,35.21834323,-97.51216189,342.154,6.608,0.36,4.426,7.36,0.005,-0.053,89.6775
1565124363,35.21834291,-97.51210576,342.378,4.568,0.4,4.426,7.763,0.005,-0.017,90.1522
1565124364,35.21834269,-97.51207432,342.43,2.198,0.35,4.426,7.015,0.005,-0.023,90.5276
1565124365,35.21834246,-97.51206374,342.553,0.507,0.3,4.426,7.015,0.005,0,92.7578
1565124366,35.21834331,-97.51206294,342.645,0.038,0.4,4.426,7.015,0.005,0.018,269.158
1565124367,35.21834444,-97.51206282,342.744,0.157,0.29,4.426,7.015,0.005,0.019,99.3089
1565124368,35.21834414,-97.51204697,342.722,1.959,0.31,4.426,7.015,0.005,0.006,90.4761
1565124369,35.21834438,-97.51200706,342.858,4.341,0.33,4.426,7.36,0.005,0.079,90.8949
1565124370,35.21834483,-97.51194366,342.925,6.345,0.35,4.426,7.36,0.005,0.078,90.2752
1565124371,35.21834498,-97.51185822,342.867,8.358,0.29,4.426,7.36,0.005,0.039,90.1888
1565124372,35.21834529,-97.51175565,342.976,9.74,0.37,4.426,7.36,0.005,0.033,90.208
1565124373,35.2183451,-97.51164199,343.143,10.601,0.3,4.426,7.303,0.005,0.055,90.2774
1565124374,35.21834476,-97.51151999,343.423,11.351,0.29,4.426,7.015,0.005,0.11,90.1465
1565124375,35.21834516,-97.51139157,343.567,11.846,0.29,4.426,7.015,0.005,0.089,89.6539
1565124376,35.21834497,-97.51126145,343.702,11.865,0.46,4.426,7.015,0.005,0.087,90.2387
1565124377,35.21834536,-97.51112933,343.606,12.096,0.3,4.426,7.015,0.005,-0.01,89.5607
1565124378,35.21834544,-97.51099579,343.836,12.229,0.32,4.426,7.015,0.005,0.043,89.9709
1565124379,35.21834541,-97.51085977,344.291,12.491,0.44,4.426,7.015,0.005,0.146,89.9113
1565124380,35.21834442,-97.51072266,344.274,12.422,0.37,4.426,7.015,0.005,0.084,90.3874
1565124381,35.21834458,-97.51058459,344.319,12.628,0.3,4.426,7.015,0.005,0.046,89.7018
1565124382,35.21834486,-97.51044565,344.361,12.651,0.38,4.426,7.015,0.005,0.025,89.9694
1565124383,35.21834538,-97.51030669,344.435,12.653,0.34,4.426,7.015,0.005,0.016,89.5518
1565124384,35.21834645,-97.51016683,344.562,12.772,0.33,4.426,7.015,0.005,0.009,89.4788
